@relation tournament_winnersStripped

@attribute assists_per_game numeric
@attribute blocks_per_game numeric
@attribute field_goal_percentage numeric
@attribute field_goal_percentage_allowed numeric
@attribute losses numeric
@attribute offensive_rebounds_per_game numeric
@attribute pf_per_game numeric
@attribute ppg numeric
@attribute rebounds_per_game numeric
@attribute rebounds_per_game_allowed numeric
@attribute steals_per_game_allowed numeric
@attribute three_point_percentage numeric
@attribute three_point_percentage_allowed numeric
@attribute turnovers_per_game numeric
@attribute wins numeric
@attribute won_tournament {0,1}

@data
13,3.2,43.8,38.5,5,9,17.7,67.8,34.2,30.9,5.8,35.2,32.1,12.4,26,0
16.3,3.6,48.4,40.7,7,7.8,18.4,77.1,36.2,32.5,5.2,38.1,30.1,11.4,25,0
15.4,2,48.3,44.2,10,8.8,16.9,74.9,33.7,31.6,5.1,42.7,34.9,12,22,0
14.9,5.8,46.3,43.1,8,12.8,18,78.3,37.2,35.1,7.6,37.4,35.9,14.1,23,0
13.8,3.2,43.2,41.1,10,10.3,18.3,66.4,34,33.8,6,31.1,32.3,12.2,25,0
15.8,7.8,47.4,37.7,4,12.9,13.1,78.3,43.3,34.4,6.7,34.1,30.4,12.7,27,0
15.5,3.7,47.3,41.5,9,8.6,17.9,73.6,35.6,32.5,6.1,41.1,30.6,12.7,21,0
13.8,2.7,45.4,41.9,13,11.3,22,73.6,37.1,33.7,7.8,35.3,32.7,17.6,17,0
13.9,3.5,42.1,39.7,7,12.3,19.2,66.8,37.6,33.2,4.9,32.8,31.2,13.3,26,0
13.2,3.9,44.4,43.4,6,12.2,18.2,77.5,36.4,33.5,5.7,34.9,33.8,12.1,28,0
12.6,3.9,46.2,40.7,10,10.3,18.2,78.1,37.9,36.6,6.7,33.1,32.7,13.8,23,0
12.1,5.8,43.5,38.7,9,9.9,18.7,68.3,35.7,34.8,7,34.2,32.7,15.5,25,0
15.1,5.1,48.8,37.8,5,8.8,16.2,78.9,37.6,34.6,5.3,39,34.9,11.1,26,0
17.5,3.6,46.1,39.5,9,7.9,15.3,64.8,33.2,33.4,5.8,35,29.6,12,24,0
15.7,4.4,47.8,38.3,7,10.6,18.9,76.4,39.1,31.8,7.3,37.1,33.4,14.5,25,0
16.9,6,45.7,39.5,5,11.1,16.9,74.3,37.5,35.1,6.6,36.9,30.9,13.6,28,0
15.1,6.1,44.8,40.9,7,11.9,17.3,74.8,39,33.8,6.1,37.2,31.5,12.1,26,0
15,2.9,45.2,44.9,9,10.8,17.7,78.3,35.7,32.9,5.9,34.7,34.7,11.5,24,0
14.6,4.1,42.4,42.2,13,11.1,16.6,71.8,36.1,38.1,5.7,33.3,34.8,12.1,20,0
14.2,6,45,37.2,3,11.8,17.6,75.1,39.2,33.2,5.9,32.6,30,12.4,31,0
15.5,2.7,42.5,43.5,13,8.3,15.2,66.9,31,34.4,5.1,33.4,31.1,11.2,20,0
16.1,2.8,45.1,41.6,6,12.3,19.3,72,39,29.7,6,35.4,31.8,13.8,26,0
14.1,6.1,44.1,40.1,10,10,17.8,66.3,34.2,32,7.5,32.7,35.1,14,22,0
12.4,7.4,43.3,39.3,12,10,16.8,74.4,38.4,39.4,6.8,36.1,33.6,14.3,23,0
18.2,3.7,47.3,41.9,6,11.5,19.9,81.5,36.6,37.1,6.2,35.3,30.3,11.7,28,0
12.9,3.9,43.8,41.9,15,12.3,18.2,69.8,38.8,30.5,6.8,33.3,35.5,15.3,19,0
11.2,3.1,41.9,40.8,11,12.3,19.2,66.7,38,34.3,6.6,33.7,29.9,12.9,23,0
18,5.2,48,41,4,12.9,16,89.8,41.7,35.4,7,38.7,33.7,12.4,28,1
14.8,3.3,48.7,45.1,6,9.4,16.3,80.6,35.6,31.3,6.1,41.2,36.1,11.1,26,0
12.3,2.4,45.3,41.9,10,7.4,18.2,67.4,33.5,30.5,5,34.6,34.8,11.6,23,0
13.3,5.3,48.1,40.6,10,7.1,15.1,66.8,31.1,32.4,5.8,37.5,34.8,13.1,22,0
14.4,4.4,49.1,39.8,5,10.8,17,78.7,39,33.3,6.5,35,33.8,13.6,27,0
12.7,2.3,46.1,44.4,11,8.6,21.3,80.9,35,36.4,5.4,38.4,34.5,12.1,22,0
17.6,3.9,47.9,40.7,4,13.1,16.1,77.4,39.8,30.4,5.4,35.2,32.9,12,28,0
15.2,2.8,45.5,45.4,9,10.5,16.8,73.4,33.8,33,6.8,38,34.6,13.6,23,0
14.9,4.8,44.1,39.1,9,8.5,17.6,69.1,34.3,34.9,5.2,34.6,32.9,11.5,25,0
14.1,4.6,46.1,39.9,11,11.4,18.4,75.5,41.6,35.2,8.4,35.2,33.2,16.1,21,0
15.3,3.5,47.3,42.6,10,8.6,19.8,70.5,33.2,32.1,6.7,39.4,36.6,14.9,24,0
13.2,3.1,43.8,37.7,7,8.3,18.2,65.6,35.2,34.5,5.6,31.5,26.7,11.7,24,0
15.3,4.5,46.7,43.7,7,10.8,14.8,77.4,36.3,36.8,6.7,33,33.9,13.1,26,0
18.1,5.1,48.7,41.1,9,11,15.3,80.2,39.3,36.8,8.2,34.5,29.5,15.1,26,0
15.5,4.1,44.3,40.5,11,9.8,17.1,68.6,36.7,33.6,6.5,36.7,34.8,12.2,22,0
16.3,3.6,45.5,44.3,12,12.5,18.9,78.4,38.7,34.3,6,31.5,33.7,13.1,21,0
12.8,5.3,44.4,40.7,11,12.5,19.3,72.3,38.9,33.9,6.2,32.8,34.3,12.5,22,0
12.6,3.9,44.9,43.4,9,10.9,17.2,71.8,36.7,31.9,5.7,36.1,36.7,12.6,23,0
15.5,3.1,49,44.6,8,9.9,17.1,75.5,32.9,29.5,5.3,39.9,36.1,12.4,25,0
12.5,4.7,47.3,40.5,12,10.2,16.6,68.5,35.4,30.3,6.5,32.6,33.6,13.8,21,0
13.5,4.9,47.4,40.5,9,7.4,18.6,71.2,35.1,30.3,7,36.9,35.9,13.6,24,0
16.2,2.5,49.6,41.9,4,9.3,15.4,72.4,34.3,27.6,5.6,39.4,36.3,11,30,0
13.6,2.3,43.8,44.1,16,11,18.5,75.9,39.2,36.7,7.9,35.2,36.3,15.7,18,0
13.8,4.6,46.1,39.7,9,9.1,19.2,71.8,33.9,34.5,5.6,36.9,33.7,12.5,24,0
14.5,3.4,45.1,40.3,7,11.1,19.3,76.8,38.1,33.2,6.3,35.2,33.7,13.1,26,0
13.4,3.3,45.2,43.8,8,11.7,17.2,72.2,36.9,31.9,6.2,37.3,34.8,13.1,24,0
15.1,4.5,42.9,42.1,11,13.1,18.9,72,38.1,32.3,6.2,32.9,30.3,11.8,23,0
13.1,5.7,49,39.8,6,11.2,18.8,81,40.7,34.8,7.7,31.9,30.4,15.7,24,0
13.1,2.7,45.7,41.8,8,13.3,19.5,78.6,40.8,33.1,6.8,33.6,33,14.7,25,0
11.9,2.6,43.6,44,12,8.4,16,63.8,30.8,28.4,4.3,36,32.6,9.6,19,0
13.2,5.1,45.9,38.6,7,10.7,18.6,71.7,39.4,31.1,6.9,39.4,32.6,14.4,25,0
12.4,3.6,40.8,40.6,15,10.5,22.5,63.7,37.8,31.9,7.7,30.3,32.2,16.7,17,0
14.1,6.7,48.7,38.2,7,11,17.6,77,39.1,32.7,6,38.6,33.2,13.6,25,0
12.2,2.3,44.3,41.6,4,8,18,68.7,32.7,30.1,5.3,34.2,31.7,12,28,0
15.8,3.5,48.3,40.8,5,8.4,17.3,83.1,37,32.8,6.1,41.7,33.4,11.6,29,0
14.3,2.5,47.6,43.5,10,9.5,16.9,77.2,35.4,32,5.5,37.4,31.6,12,23,0
14.1,4.7,45.3,42.2,10,11.6,17.6,73.4,36.8,34.8,8.2,34.2,29.4,15,21,0
16,3.7,48.3,41.9,4,8.5,17.6,74.9,33.7,30.6,6.4,43,34,12.2,27,0
13.8,4.1,44.2,40.1,5,12.9,18,77,38.9,32.9,5.3,38.5,28.3,10.9,29,1
10.9,3.2,43.2,41.8,14,11.1,19.2,69.2,36.5,35.7,7.3,30.8,33.2,14.8,20,0
14.1,2.8,44.4,43.1,12,11.5,14.7,72.2,37.2,34.4,6.7,31.3,32.5,12.4,21,0
13.9,6.3,45.2,37.7,9,11.2,17.9,68.2,37.8,32.6,7.9,33.4,32.8,16.5,22,0
15.4,4.6,49.9,41.7,10,8.1,17,73.5,33.3,31,7.2,38.7,33.5,13.9,23,0
14.1,5.3,45.9,38.4,12,12.3,18.6,72.8,39.7,34.9,7.9,36.3,31.5,16.4,22,0
13.4,4.2,49.2,40.8,6,9.2,18,76.9,37.8,33.3,6.6,35.3,33,13.1,26,0
12.4,2.9,42,46.1,15,10.9,18.6,78.6,33.9,42.3,4.5,35.6,33.2,9,19,0
16.9,6.4,48.9,37.9,2,11.7,18.2,81.6,40.5,33.6,6.5,40.4,33.1,13.1,32,0
14.6,5.1,44.9,41.9,7,13,22.3,79.7,38.8,34.5,6.9,35.9,34,14.3,26,0
15,7.2,47.9,37.8,2,12.9,16.9,79.3,41.7,33.5,6.9,33.1,31.3,14.4,32,0
15,2.6,45.5,42.8,10,8.6,17.8,75.1,36.3,35.1,6.6,40,34.8,13,22,0
15.5,4.1,44.7,42.9,12,13.3,20.1,75.9,36.8,35,6.6,33.7,34.7,13.7,20,0
15.2,2.1,45.6,45,11,8.5,17,73.1,31.5,32.8,5.6,41.3,32.5,10.4,22,0
16.5,4.7,47.1,39.4,8,11.1,16.8,79.7,38.5,37.9,5.6,38.2,34,11.6,23,0
16.4,3.3,47.1,40.6,8,11.5,18,71.8,38.5,29.9,6.6,34.4,32.8,13.9,24,0
16.7,5.7,46.8,40,13,9.5,16.5,72.4,35.3,33.6,6.6,39.9,34.1,12.6,21,0
15.4,4.7,44,41,10,11,19.3,77.3,35.3,38.2,6,36.8,31.7,12.7,22,0
12.4,3.3,48.3,41.7,9,7.8,17.8,69.6,32.8,30.1,5.6,39.9,36,12.2,22,0
12.5,4.1,42.9,42.3,9,13.3,21.1,76,40.2,36.5,5.9,33.1,32.5,13.5,27,0
15.4,5.4,49.8,38.7,4,11,17.1,76.4,36.6,30.3,6.5,37.7,33.3,14.6,30,0
10.5,2,42.9,40.6,4,8.3,15.9,63.3,32.3,29.7,4.7,35.4,33.3,10.6,28,0
11.9,2.8,45.6,43.3,8,9.5,17.9,73.8,36.9,33.2,7.2,33.3,32.4,14.7,24,0
14.2,3.4,43.8,42.8,4,11.3,17.6,75.9,38.5,33.3,5.6,36.9,33.3,11.1,29,0
14.2,3.3,46,44.9,11,9.7,17.4,78.3,35.6,37.7,5.6,37.1,35.6,12.9,22,0
16.7,3,47,43.5,11,9.7,15.1,75.3,35.7,32.2,6,38.8,34.9,10.3,23,0
13.2,4.8,44.8,45.3,8,11.5,18,76.5,38.4,33.5,6.9,32.2,34.2,13.9,26,0
14.7,4.2,49.2,41,7,7.7,15.3,74.1,33.3,31.7,5.4,39,33.7,11.4,27,0
14.2,2.6,43,41.8,14,10.1,18.8,74.7,37,37.7,5.8,36.6,31.3,12.8,21,0
12.5,2.5,45.1,41.9,10,8.7,20.1,73.8,35.5,33.9,5.7,34.9,36.1,12.7,22,0
15.4,2.9,44.7,40.3,8,13.1,15.5,67.1,38.8,30.6,6.4,31.7,30.1,12.7,26,0
15.8,4.1,44.6,40,8,10.3,17.4,68.7,37.4,32.3,5.5,34.3,31.4,12.4,24,0
14.1,4.6,44.3,39.8,5,8.3,18.6,70.5,33.4,35,5.2,31.9,35.3,10.9,27,0
12.6,4.5,44.7,39.5,8,7.4,18,69.3,32.5,37.9,5.4,35.5,30.1,11.2,26,0
12.4,2.3,43.6,40.7,11,9.9,21.6,68.5,35.1,33.5,7,36.1,32.1,14.9,23,0
20.3,2.6,46.3,43.1,7,11.1,20,79.3,37.8,33.5,6.4,37,33,13.4,25,0
13.5,4.6,47.4,40.4,8,11.7,16.2,70.3,37,30.4,5.9,31.7,35,13.3,25,0
14.3,3.5,45.4,42.8,6,11.4,13.9,75.1,38.5,34.4,6.1,32.1,32.8,12.3,27,0
16,5.2,48.4,42.3,5,9.7,16.4,78.5,36.6,32.3,5.6,40.6,30.1,11.6,26,0
19.2,6.3,51.6,39.8,4,10.7,14.7,80.9,38.2,33.9,8.5,39.1,30.2,15.2,28,0
14.7,3,43.8,38.3,5,9.4,14.9,64.9,36.6,32.7,5.3,33.7,28.5,10.5,29,0
14.3,3.6,45.6,39.6,8,10.3,19.7,73.5,36.5,35.4,6.1,32,29.7,13.3,25,0
14.4,5.7,46.6,40.3,9,13.3,19.7,81.2,41.9,36.1,7.3,34.5,32.2,13.6,24,0
12.3,3.3,44,41.1,9,10.3,18.2,71.4,36.8,34.1,6.4,33.5,33.4,12.3,23,0
13.8,3.1,44.3,41.7,9,7.4,19.1,67.6,32.8,35,7.2,37.7,30.8,15.3,20,0
16.2,3.4,46.1,39.9,8,8.8,20.3,73.1,33.8,34.4,4.8,33.2,33.2,11.6,25,0
16.7,3.5,48.8,40.5,7,9.2,16.1,73.1,35.4,29.4,4.8,41.3,32.2,10.2,27,0
14.8,3.6,47.4,39.2,6,8.7,19.5,75.3,36.2,35.5,5.8,34.3,31.3,13.2,26,0
13.2,5.1,47,41.1,8,9.2,19.1,76.9,36.2,35.8,6.7,36.8,33.7,13.6,24,0
12.1,4,43.9,40.1,9,11,18.1,70.2,36.9,34.2,6.9,31.7,32,13.9,25,0
13.6,4,45.9,40.9,7,11.4,22.1,81.8,38.5,33.9,6.6,37.3,33.6,13.7,24,0
15.5,4.1,43,41.7,6,13.5,18.1,72.4,38.7,32.2,6.2,33.8,32.4,11.8,27,0
11.9,5.3,43.4,39,10,13.7,20.1,72.8,42.1,37.4,7.2,30.8,29.2,15.2,19,0
14.3,4.2,45.4,42.1,9,11.5,21.2,79.2,37.9,34.3,6.1,33.6,32.1,12.8,24,0
10.5,4.1,38,39.7,13,11.9,18.8,61.9,38.6,37.2,6.3,24.8,29.6,12.2,19,0
12.5,3.4,44.3,42.4,8,8.7,16.2,67.1,32,30.4,4.5,35.7,34.3,8.8,23,0
13.4,2.1,44.1,41.7,8,9.7,17.7,68.8,35.6,32.5,5.2,35.1,30.6,11.9,26,0
14.1,3.8,46.2,41,8,10.5,18.8,79.8,40.4,35.2,6.4,37.7,29.8,12.9,24,0
14.4,3.6,43.1,41.6,12,8.5,19.2,70.1,34.3,37.3,5.9,36.1,32,11.9,23,0
11.5,4.7,39.5,40.4,17,11.3,22.2,61.3,36.3,35.4,7.5,28.3,34.3,15.7,17,0
14.1,2.6,46.9,44.4,7,9.2,18.6,76.4,34.7,30.7,5.9,39.7,29.3,12.7,27,0
12,2.5,42.6,43.5,16,8.7,20.5,68.3,33.4,34.9,4.3,39.3,33.8,11.9,19,0
16.1,3.4,46.2,40.9,4,11.1,20.8,79.7,36,32.4,6.9,37.8,33.6,13.7,30,0
10,3.7,40.5,40.1,13,9.5,18.2,65.5,35.4,35.5,4.9,35.8,32.5,11.9,21,0
14.4,3.1,44.6,39.6,8,6.7,18,70.2,33.8,34.2,5.5,40,31.7,11.2,25,0
11.9,1.6,43.3,42.4,9,10,18.8,71.2,35.2,32.1,5.3,35.2,32.4,10.9,23,0
14.5,4.1,44.9,41.5,4,9.8,17.5,81.4,38.5,35.7,5.8,36.1,32.7,10.9,30,0
14.2,3.7,43.8,41.1,8,11.3,17.2,68.9,35.3,31.1,5.9,33.8,32.4,11.5,25,0
13.1,4.7,44.3,40.2,11,9.8,18.3,68.5,34.6,33,6.6,34.4,33.1,13.2,21,0
13,5.6,43.4,39.3,9,12,15.7,72.4,39.7,35.2,6.1,32.9,32.7,11.4,26,1
14.3,4.4,47.1,40.5,4,10.5,17.7,80.9,37.8,35.1,5.9,37.4,32.4,12.1,30,0
14.1,3.5,46.5,42,7,10.9,14.7,72.1,37.4,31.9,6.1,35.3,31.1,12.2,26,0
12.4,5.8,43.5,36.3,10,11.1,19,69.1,39,34.2,7.4,33.5,30.6,15.9,21,0
14.2,3.2,47.1,41.2,6,9.1,17.1,72.8,34.9,32.8,5.4,39.5,32.6,11.1,26,0
15,4.3,47.5,41.9,10,8.4,18.8,70.6,33.8,31.3,7,35.4,33.7,13.5,21,0
15,4.9,45.1,39.7,11,10.4,16.4,68.7,37.6,32.9,6.6,34.2,31.9,13.5,21,0
15.5,3.8,47.9,40.4,9,10,18.5,76.7,37.5,31,6.5,37,36.5,13.5,24,0
11.7,5.6,40.5,38.4,8,9.5,18.3,66.5,35.5,39.9,5.1,32.4,31.7,12.5,24,0
16.7,4.5,46.8,40.4,13,8.6,17.6,71,34.7,33,5.6,38.7,30.5,12.8,19,0
12.7,4.3,42.9,40.7,13,8.9,20.1,66.3,34.4,33.3,6,36.2,33.2,14,20,0
17.7,4,50.8,39.4,2,11.1,17.5,81.2,38.8,30.8,6,38.2,29.8,13.3,32,0
13.9,4.5,43.8,42.2,10,12.6,20.4,72.8,37.6,31.1,6.6,37.5,35.2,14.6,22,0
12.7,6.3,45.9,39.5,8,10.4,15.8,74.9,37.3,33.8,5.3,39.7,32.4,10.7,25,0
15.2,3.4,46.2,43.5,5,12.8,17.5,82.7,41.7,37.3,6.8,36.1,29.7,15.3,27,0
17.3,5,45.3,39.4,9,11.3,19.1,74.9,36.3,36.2,6.8,36.2,31.1,13.1,25,0
15.5,3.6,46.5,43.8,14,10.7,16.8,75.2,35.9,33.5,6.3,34.9,35.8,12.3,20,0
14.6,5.2,45.1,41.7,9,10.3,20.3,72.1,35.6,34.7,7.4,32.9,33,15.3,25,0
13.7,2,44.8,42.9,13,7.3,16.8,66.5,31.9,33.7,4.3,35.2,31.9,10,20,0
15,4.9,43.1,42.3,14,10.5,19.1,68.8,36.9,32.9,6.4,35.5,36.4,13.4,19,0
16.4,5,45.9,43.8,10,10.6,20.2,80.8,35.2,37.2,5.8,36.6,34.1,12.7,23,0
12.1,3.1,45.4,41.9,9,12,18.6,68.9,37.4,28.3,6.8,33.9,36.4,15,24,0
15.5,5.5,45.1,40.5,7,12.5,16.1,77.5,42.6,36.2,7.5,32.8,33.1,13.3,26,0
11.6,1.9,42.8,41,10,9.7,19,71.5,35.9,31,6.2,38.7,34.6,14.2,21,0
16.5,3.7,46.1,40.9,6,9.5,15.1,75.2,36.9,32.6,5.1,38.6,35.4,10.7,26,0
16.2,5.5,49.2,44.4,9,11.3,18.4,85.5,39,34,6.7,37.4,36.3,13.5,25,0
15.9,3.2,49.4,42.4,2,9.9,14,77.1,34.5,29.6,4.1,42.3,34,10.1,32,0
14.3,4.3,43.9,40.4,6,13.9,14.8,65.6,39.9,28.1,5.8,32.9,36.6,12.5,27,0
12.1,2.4,43.9,44,14,8.4,15.6,63.1,31.4,30.1,4.7,33.9,36.5,10.5,19,0
17.5,3.3,47.5,39.7,5,12.5,17.9,73.9,39.9,29.2,4.9,39.5,32.6,11.7,27,0
13.3,4.2,46.4,42.4,6,8.4,17.2,69.2,34.5,30.5,5.7,36.2,33,12.2,25,0
15.8,4.1,44.7,41.5,7,9.4,17.8,72.5,35.6,33.6,5.8,36.4,32.6,10.4,25,0
14.8,4.2,46,40.5,7,8.2,15.8,69.6,33,35.1,4.6,39,30.6,10.4,27,0
13.5,4.6,46.3,39.6,2,11.5,14.6,71.9,37.7,31,5,34.9,31.9,10.9,32,0
12.6,2.8,45.5,43.4,11,9.5,18.9,70.1,32.4,33,6.1,33.5,37.2,12.4,21,0
11.2,4.5,40,37.6,13,9.9,19.4,60.9,35.6,36.6,7.1,34.4,30.6,15,20,0
16.2,6.6,47.2,39.4,7,10.5,15.5,73.4,37.4,33.8,6.4,35.4,31.5,12.4,26,0
15,4.6,44.7,41.4,7,9.8,15.8,70.6,35.8,33.3,5.1,35.3,35.8,10.8,25,0
13,3.7,43.1,41.8,14,11.9,19.4,69.9,37.6,33.9,6.7,30,33.2,13.4,19,0
13.5,5.1,45.5,38.7,7,11.8,17.1,75,40.3,34,5.3,37.6,29.5,11.8,27,0
13.5,1.5,44.1,41.2,8,10.8,18.2,68.3,36.2,29.9,6.3,34,31.6,12.9,24,0
12.6,2.2,42.9,41.9,13,9.1,19.2,70.1,34.9,36.5,5.9,35.1,33.2,13.6,19,0
13.5,3.1,43.9,41.3,8,9.4,16.5,68.4,35.7,33.4,6,34.2,31,12.5,22,0
14.5,5.8,45.5,41.8,10,10.4,17.4,70.1,37.2,32.8,6.9,32.6,34.8,14.7,22,0
14.3,4.2,45.4,40.7,13,7.6,19.1,67.8,32.4,33,6.1,37.2,36.3,14.2,18,0
14.5,4.5,45.2,41.7,13,10.2,19.5,73.7,35.7,36.6,7.4,32.6,33.6,14.9,19,0
15.4,3.7,45.9,40.6,8,10.1,19.2,71.6,34.9,33.5,5,33,32.9,12.5,24,0
11.8,3.1,44.4,40.9,14,8.9,17.3,66.2,33.9,33,4.9,35.4,33.5,11.5,19,0
14.6,3.2,47,38.3,3,9.4,17.4,72,37.3,29.6,5.4,36.6,30.2,11.8,30,0
14.6,3.5,43.5,44.1,11,9.5,18.4,71.6,32.3,36.4,5.9,37,33.6,11.3,23,0
13.4,4.8,45.8,41.1,10,9.7,16.2,75.9,36.9,34.5,6.8,37.1,31.3,13,23,0
13.6,3.8,43.8,40.6,11,9.8,17.5,72.2,37.1,32.5,5.9,34.8,32,11.9,21,0
14.9,4.1,42.9,41.2,11,12.3,17.9,69.8,37.2,33.8,6.4,33.7,29.1,12,20,0
16.9,5.1,46.9,41.8,10,12.3,20.2,83.1,39.1,34.8,5.9,37.1,32.8,12.2,23,0
13,3.1,44,42.8,8,9.4,15.3,67.9,32,28.5,3.9,37.4,37,7.6,23,0
14.3,2.5,47.7,44.5,12,9.5,19.2,73.6,32.5,31.6,5.9,40,34.8,11.9,21,0
13.3,3.1,46.1,40.6,7,9.2,17.2,72.1,35.3,31,5.7,32.9,33.9,12.1,24,0
13.9,3.1,44.5,41,16,5.3,16.9,61.6,28.7,34.2,6.5,33.7,32,12.8,13,0
14,4.1,46.2,42,12,10.3,18.1,72.2,35.7,33.3,6.4,37,30.1,14.1,22,0
12.2,4.2,45.2,38.9,12,9.1,18.3,64.7,35.1,32.5,5.5,28.9,28.9,12.8,21,0
11.2,4.3,40.9,44.7,21,9.6,22,63,34.4,36.4,8.1,31.3,35,16.5,7,0
11.5,3.1,37.9,43.6,19,11.3,19.8,59.4,35.5,37.2,7.7,30.6,30,15.2,12,0
12.4,2.8,44.6,46,15,10.5,16.9,72.1,34.5,32.6,5.6,36.4,37.2,12.6,19,0
9.4,3.4,41.3,43,22,8.2,19.5,62.1,30.9,37,8,30.4,33,15.5,10,0
12.6,2.8,42.4,41.1,12,7.3,17,64.3,32.5,34,5.8,39.4,31,11.1,20,0
12.2,4,44.1,43.5,18,9.5,19.6,68.4,35.3,35.4,6.9,34.3,31.3,14.3,13,0
13.5,3.5,43.9,40.6,12,8.6,16.7,69,35.3,33.5,5.7,37.8,28.5,12.5,23,0
12.2,4,45.4,43.1,21,7.4,17.6,61,31.5,30,7.4,36.4,36.8,16.3,10,0
13.5,5,43.4,43.4,14,9.5,19.3,71.8,33.8,37.6,5.6,35.3,32.5,13,18,0
9.7,2.3,43.2,45.4,20,9.5,15.6,64.6,33.9,31.4,6.8,37,39.2,13.5,14,0
10.5,3,40.6,42,16,8.2,19.6,63.7,33.3,35.9,4.9,32.7,33.2,12.5,15,0
11.1,4,41.3,44.3,22,9.6,18.2,61,33.6,36.2,7.5,30,37.3,14.9,11,0
13.4,1.8,42.2,44.4,18,6.7,19.4,67.6,31.9,35.9,6.5,35.5,34,15.6,12,0
12.5,4.8,41.7,40.9,16,9.3,18.4,62.6,34.3,35.3,7.1,30.2,34.8,13.6,15,0
12.1,3.6,44.5,46.5,20,10.5,17.9,69.3,33.7,35.3,7,32.1,37.4,14.6,12,0
13.4,2.6,42.1,40.8,15,10.1,16.7,63.4,33.8,32.6,5.8,32.9,35.5,12.9,15,0
15,4.7,46.7,41.8,8,10.8,17.7,74.7,36.4,31.1,6.9,38.3,33.5,13.7,30,0
17.3,2.2,48.2,42.9,8,9.8,17.9,80.9,36,33.2,6.5,37.8,33.9,12.3,27,0
11.9,2.7,43.4,46.3,17,10.2,18.9,64.9,31,33.6,5.1,34.1,34.3,13.5,18,0
11.2,2.2,39.8,47.2,29,7.3,17.9,56.8,30.7,34.1,7.5,30.2,36.8,14.9,2,0
11.5,1.9,42.8,45.5,17,9.6,18.1,68.3,33.6,30.7,5.2,34.2,37.8,12.2,13,0
11.4,2.9,40.8,43.6,22,5.8,15.8,59.1,29.8,35.8,7.5,33.9,34.9,14.6,9,0
11.6,3,42.2,41.5,16,9.5,16.8,63.9,34.7,34.3,5.8,31.8,33,13.6,16,0
13.7,3.2,45.8,44.4,16,9.9,16.8,66.4,33.4,32.4,6.8,33.8,34.8,13.3,16,0
10.7,3.1,40.1,45.4,25,8.5,17.2,61.1,32.9,37.2,6.6,30,36.1,13.7,7,0
13.3,2.5,40.4,45.4,23,7.8,16,61.5,32.2,37.5,5.7,36.2,39.2,12.3,8,0
12.5,2.1,40.4,47.6,28,8.3,18.4,61.7,31.5,37,7.5,30.3,37.4,14.7,2,0
13.7,3.2,46.1,39.7,10,7.8,17,68.9,35.3,28.9,5.6,39.2,34.2,11.9,25,0
16.2,5,46.4,39.6,11,10.1,17.8,71.6,39.2,33.3,7.5,35.1,33.8,15.2,19,0
12.2,3.3,40.9,41.1,15,10.9,19.3,63.6,35.7,31.8,5.8,28.1,30.6,13.1,22,0
17.1,4.4,46.6,41.4,9,9.2,18.2,77.9,38.5,34.7,6.3,34.3,31.2,13.5,26,0
14.7,3.2,41.7,49.4,21,13,20.3,71,37.6,41.5,8.3,30.6,34.8,15.3,8,0
13.5,3.6,42.4,45.3,16,10.1,18.7,69.9,33.6,36.3,6.2,34.4,35.3,14.6,13,0
10.3,3.3,39.5,43,21,10.5,19.7,61.9,33.2,36.7,5.5,33.4,37,12.3,11,0
12,2.3,41,46.5,26,7.5,18.5,62.1,31,36.7,6.7,36.9,35.8,15.5,5,0
12.6,1.5,42.9,43.7,15,10.3,18,64.7,34.5,29,4.4,35.3,33.5,10.6,18,0
15.9,3.1,47.5,41.6,10,9,14.4,71.1,34.7,30.5,5,36.1,32.9,12.1,24,0
15.5,5.2,48.4,43.1,15,9.2,20.2,74.1,35.3,34.1,6.9,37.4,32.4,14.2,17,0
10.9,2.5,40.7,45.4,25,10.5,18,65.4,34.8,37,7.2,32.9,34.5,14.7,5,0
12.6,2.6,44.9,46.2,12,10.8,18.1,76.9,35.5,34.3,5.5,38.2,36.2,13.2,19,0
13.1,2.8,41.2,42.7,17,9.5,18.3,67,35.8,36.8,6.6,32.5,33.5,14,13,0
10.7,3.3,39.7,45.1,26,9.6,20.9,62.8,35.4,38.2,8.1,29.5,36,16.9,4,0
12.9,4.6,42.1,41.2,11,11.8,15.4,68.2,36,35.8,5.4,34.1,32.3,10.9,26,0
12.6,3.8,43.3,43.1,15,9.8,16.1,64.5,32.8,32,5.9,32.2,35.9,12.1,16,0
13.7,3.3,44.7,41.5,11,9.6,21,66,32.3,31.8,7,36.3,31.7,13.9,22,0
13.1,3.9,48.7,40.3,12,10.6,17.4,72.5,37.8,32.1,6.8,34.1,35.3,13.8,19,0
12,2.2,43.2,45.5,22,6.8,19.1,63.1,32.6,33.6,7.5,38.4,37.8,14.6,8,0
12,3.7,42.6,42,12,9.5,15.9,70.7,35.8,39.6,6.3,33.7,32.1,13.2,19,0
11.7,3.3,44.6,40.4,12,8.4,17.1,67.5,35.8,32.8,6.3,34.8,32.6,13,24,0
12.2,1.9,47.2,43.6,12,7.2,18.9,70.1,31.6,30.3,5.3,40,35.5,12.8,20,0
12.7,2.3,43.2,41.7,15,8.2,17,65.2,34,32,5.5,37.5,36,12.2,15,0
13.4,6.9,45.2,38.6,14,10.9,14.4,68.7,37.4,34.9,6.5,33.2,34.4,12.3,20,0
